Name,Type,Province,District,Review_Author,Rating,User_Review,Photo_URL,Place_ID
Jetwing Blue Negombo,Hotel,Western,Gampaha,Niresh Goonewardene,5,"We stayed at Jetwing Blue with our 10-month-old baby and had a fantastic experience. The staff were incredibly attentive and accommodating throughout. Our baby was always smiling when we went to the pool, the restaurant, or even just walking around — a real testament to the welcoming atmosphere.

Ben, the guest relations manager, regularly checked in to make sure we were well looked after. Because of this, I would happily rate the service 5/5.

Our room was spacious and comfortable, but some areas would benefit from renovation — especially the bathrooms and the corridor lighting at night. Overall, we were very comfortable, but I felt the rates were a bit high given the current room standard. I’d rate the room 4/5.

The pool was clean and well looked after, with attentive lifeguards keeping an eye on everyone, especially young children. There were plenty of sun beds, though many were in the shade.

The food was excellent, offering both Western and Sri Lankan options at all meals. We enjoyed every meal and would rate the food 5/5.

Overall, a great family-friendly hotel with outstanding service — we would happily return!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2crt4wpotBaIzgQystC_LbST-RpOv86m04TchBrAO__N8dkUHBN3aPMzO2dupm_rgTz15r_XqhWdz8HNfDW6cf8j5QqCXdJsa578IU0m7DJefRR9x1bPzAXGCrxoSJbDZ7YC2H8ZL_RUde6bmMapwDvqvTPvRBe3kEJ1KPRKkF8zrIP2W2baqGeBTwv8XV6qlkd5yS__86Dcu_5YDyDQoJt0JHrlN9lsaM0LzZEl04slTR9yE1gnVL-r9gEs-IYxRA3_KRlzUTqQlciux0Ca0aXjLpYjjwPRuNWUX3PZJ1WLSyNlW7aYGfQLJh_0EkmZ85Shb_ovtYz3mdJF3YM9-I0xZoJw_et83DS3U62OGOxEySdYnpkq4zBchMbUMzle3GfuQ_pk4b6Mirp2DogHN5vrTiCBhshlqDk9zU32O_fQPqQdtBEUij4VZpKPeGL5EAzMbFV8PSfSQxaqKNnwvYXwFd_2Wbu7rkUYfYg1gGSQY5DYO1pRrLDea2cuS36r6Qe3FRY4p0X535TdTAnbE0Xb0e4yOTK0TojeWb1YF9zjEAf8xaZ6YtuBSV6schkukdxbnkqzqHNUg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ0f2NDk7p4joRn0LdfQbg6bc
Heritance Negombo,Hotel,Western,Gampaha,Mary Portalatin,5,"The Heritance Negombo is a wonderful hotel.  The location overlooking the beach is stunning.  The rooms are spacious and beautifully appointed with great views.  Service at the front desk is very friendly and helpful.

I ate breakfasts and dinners at the hotel restaurant.  Madu always greeted me with a warm smile and showed me to my table.  Samantha, who served us,  made sure our order was correct not too spicy.  I was impressed by their hard work and attention to detail.  In fact all of the restaurant staff  worked as a team to ensure you enjoyed your meal.  I will long remember the short but pleasant time I spent at your hotel.  Thank you.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f7mVNNjeB85ZvlSbGqB4oxelabJaYBoKU4gZ_mRGP-970EtnT-OKt8AQJ0F4GAIxrzREc5h6F6AdU3pIfLgQa8kGcM8BB_un0-4ikTNGdFl0r_1euWkC2yUB0nUYc0BXu93EbzBks9MPIs0RUcTFkbVR_yU2QWTunB0cuNni9WzfismMoBEHOZ81635DWuxBGqJTg8KglwjODwRaucokKhcs69ECXa7PwkW9_Np8_LktT6CVk9IKTv638qG6QUMSPEugO1dGR3ud0ZyVSltaJxkGot4V7tCxNRjWLAGSLcrCGSefs&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJsxd4ucCl_DoRV0c01fLXk0o
Heritance Negombo,Hotel,Western,Gampaha,Righa Gauld,5,"Stayed at this beautiful hotel for 6 nights. Hotel and rooms were excellent, pool area and gorgeous views were also great. Staff were genuinely the nicest friendliest helpful people you could meet as was everyone we met in Sri Lanka. Used the Spa twice and the ladies there were superb at what they do, one of the best massages I’ve ever had! Restaurant food was top quality and service impeccable, shout out especially to Rohitha who served us most days, professional and extremely friendly as was everyone, even the chefs went out their way to say hello. Thanks to every at Sentido for a fantastic stay, will definitely be back!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f7mVNNjeB85ZvlSbGqB4oxelabJaYBoKU4gZ_mRGP-970EtnT-OKt8AQJ0F4GAIxrzREc5h6F6AdU3pIfLgQa8kGcM8BB_un0-4ikTNGdFl0r_1euWkC2yUB0nUYc0BXu93EbzBks9MPIs0RUcTFkbVR_yU2QWTunB0cuNni9WzfismMoBEHOZ81635DWuxBGqJTg8KglwjODwRaucokKhcs69ECXa7PwkW9_Np8_LktT6CVk9IKTv638qG6QUMSPEugO1dGR3ud0ZyVSltaJxkGot4V7tCxNRjWLAGSLcrCGSefs&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJsxd4ucCl_DoRV0c01fLXk0o
Heritance Negombo,Hotel,Western,Gampaha,Sheronne Srikantha,5,"It is very large hotel with stunning views of Negombo Beach. The rooms were clean and comfortable, though there was a bit of wear and tear in some areas. I did notice that one of the pools is being been upgraded, which shows that the hotel is keeping up with maintenance. The main pool has a cool pool bar built into the pool, so you don't need to get up for drinks, simply order with a glass slid to you on the bar table!
The place was quite busy and I met many other tourists who also spoke positively about their stay. Overall, it was a pleasant experience in a beautiful setting.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f7mVNNjeB85ZvlSbGqB4oxelabJaYBoKU4gZ_mRGP-970EtnT-OKt8AQJ0F4GAIxrzREc5h6F6AdU3pIfLgQa8kGcM8BB_un0-4ikTNGdFl0r_1euWkC2yUB0nUYc0BXu93EbzBks9MPIs0RUcTFkbVR_yU2QWTunB0cuNni9WzfismMoBEHOZ81635DWuxBGqJTg8KglwjODwRaucokKhcs69ECXa7PwkW9_Np8_LktT6CVk9IKTv638qG6QUMSPEugO1dGR3ud0ZyVSltaJxkGot4V7tCxNRjWLAGSLcrCGSefs&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJsxd4ucCl_DoRV0c01fLXk0o
Heritance Negombo,Hotel,Western,Gampaha,Linda McGregor,5,"We only wish we didn’t start our 5-week stay here! It was so amazing that most of our other accommodations paled in comparison. We don’t normally stay in this kind of hotel as we tend to prefer smaller, less fancy hotels. But this was the perfect place to chill for 3 nights as we got over our very long flight to Sri Lanka. Our room was gorgeous, the staff were lovely, the pool was just what we needed and the buffet breakfast was so good!!!! We loved the location and walked one way along the beach and roads on one day and the other way on another day. Each day we walked well over 10km-15km and felt safe the entire time. The hotel is close to many restaurants and we highly recommend it for your stay in Negombo.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f7mVNNjeB85ZvlSbGqB4oxelabJaYBoKU4gZ_mRGP-970EtnT-OKt8AQJ0F4GAIxrzREc5h6F6AdU3pIfLgQa8kGcM8BB_un0-4ikTNGdFl0r_1euWkC2yUB0nUYc0BXu93EbzBks9MPIs0RUcTFkbVR_yU2QWTunB0cuNni9WzfismMoBEHOZ81635DWuxBGqJTg8KglwjODwRaucokKhcs69ECXa7PwkW9_Np8_LktT6CVk9IKTv638qG6QUMSPEugO1dGR3ud0ZyVSltaJxkGot4V7tCxNRjWLAGSLcrCGSefs&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJsxd4ucCl_DoRV0c01fLXk0o
Heritance Negombo,Hotel,Western,Gampaha,gayan peiris,5,"Absolutely the best experience in Our Vacation. We were there for 3 Nights. Great Location and our Room was front of the swimming pool. Staff were exceptional and they took care of us well. We had great Breakfast. The vibe was wonderful, warm and welcoming. View from the hotel is absolutely amazing. Perfect balance and highly recommended!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f7mVNNjeB85ZvlSbGqB4oxelabJaYBoKU4gZ_mRGP-970EtnT-OKt8AQJ0F4GAIxrzREc5h6F6AdU3pIfLgQa8kGcM8BB_un0-4ikTNGdFl0r_1euWkC2yUB0nUYc0BXu93EbzBks9MPIs0RUcTFkbVR_yU2QWTunB0cuNni9WzfismMoBEHOZ81635DWuxBGqJTg8KglwjODwRaucokKhcs69ECXa7PwkW9_Np8_LktT6CVk9IKTv638qG6QUMSPEugO1dGR3ud0ZyVSltaJxkGot4V7tCxNRjWLAGSLcrCGSefs&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJsxd4ucCl_DoRV0c01fLXk0o
Camelot Beach Hotel Negombo,Hotel,Western,Gampaha,Kasuni,5,"Rooms are clean and has got some of the best views. Service is amazing, staff doesnt fail to meet our needs!
This hotel is in right in front of the beach, easy access to the beach, got three swimming pools!
Loved every minute here, its very relaxing!
Will visit again!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dpYo4pMvluam5X7FCC9BVihUffuDG611WrclaB5EfuxIpcHaww9vaQSciNnyxuGd8tuPcwQxhhkuUsYwzexLhTD8SmIJl2ilc4wi5arONCq8JtI-aRPJU8v0bXE3U3Jq1CFGQRoPEC70URJ8aBqnv3RUuXTQIglGDxBHFlP3d61CIyz-xrWkR0gM0B2aw_ygryrkuJPTEPYAXYDoSdKavtH4PqouJX16RxPfUI4VrXKmhsL6LMBgkANq1Or5b9w3nQA2nkHWnKnRfBmlZ5zV6vhohzw1eOoNmGgSR-UKqwpOlAWUE&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ4ZFH2qHu4joR9SROdM4u-lA
Camelot Beach Hotel Negombo,Hotel,Western,Gampaha,Siniša Čajić,2,"The hotel is very hot, the air conditioning in the room barely works, and without the additional fan it would be unbearable. We saw two lizards in the room. The key card for the room didn’t work, and we waited an hour for someone to bring us a regular key.
The food in the hotel restaurant is nice, but the portions in the à la carte restaurant are really small.
The pools and the beach are great.

The price of the accommodation is high for the level of service they provide.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dpYo4pMvluam5X7FCC9BVihUffuDG611WrclaB5EfuxIpcHaww9vaQSciNnyxuGd8tuPcwQxhhkuUsYwzexLhTD8SmIJl2ilc4wi5arONCq8JtI-aRPJU8v0bXE3U3Jq1CFGQRoPEC70URJ8aBqnv3RUuXTQIglGDxBHFlP3d61CIyz-xrWkR0gM0B2aw_ygryrkuJPTEPYAXYDoSdKavtH4PqouJX16RxPfUI4VrXKmhsL6LMBgkANq1Or5b9w3nQA2nkHWnKnRfBmlZ5zV6vhohzw1eOoNmGgSR-UKqwpOlAWUE&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ4ZFH2qHu4joR9SROdM4u-lA
Camelot Beach Hotel Negombo,Hotel,Western,Gampaha,Ben Chesser,5,"I didn't stay a night in the hotel, but my family (three kids and two adults) stopped in for a few hours for lunch and a swim in the pool before heading to the airport. They could not have been more welcoming. They are amazing.

We actually tried a place called Jetwing Blue before which was five times the price (literally) , not massively friendly, didn't really want us there. So instead we went to Camelot on the recommendation of some of the staff from Jetwing actually. And it was brilliant. They're really, really nice, gave us a great couple of sun loungers by the pool, really good food, possibly some of the best food we've had actually in Sri Lanka, and then helped us sort out transport to the airport. So five stars. Thanks guys.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dpYo4pMvluam5X7FCC9BVihUffuDG611WrclaB5EfuxIpcHaww9vaQSciNnyxuGd8tuPcwQxhhkuUsYwzexLhTD8SmIJl2ilc4wi5arONCq8JtI-aRPJU8v0bXE3U3Jq1CFGQRoPEC70URJ8aBqnv3RUuXTQIglGDxBHFlP3d61CIyz-xrWkR0gM0B2aw_ygryrkuJPTEPYAXYDoSdKavtH4PqouJX16RxPfUI4VrXKmhsL6LMBgkANq1Or5b9w3nQA2nkHWnKnRfBmlZ5zV6vhohzw1eOoNmGgSR-UKqwpOlAWUE&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ4ZFH2qHu4joR9SROdM4u-lA
Camelot Beach Hotel Negombo,Hotel,Western,Gampaha,Matt Birkeland,1,Worst hotel experience in a long time: Over 1 hour waiting in reception for room (the hotel is virtually empty); outlets don’t work; room key doesn’t work; everything is dusty and dirty; they gave me probably the worst room in the hotel overlooking a noisy street (even though the hotel is on the beach and there are so many empty rooms); WiFi is terrible. I paid $17 last night at a budget hotel that was far superior. Don’t waste your money.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dpYo4pMvluam5X7FCC9BVihUffuDG611WrclaB5EfuxIpcHaww9vaQSciNnyxuGd8tuPcwQxhhkuUsYwzexLhTD8SmIJl2ilc4wi5arONCq8JtI-aRPJU8v0bXE3U3Jq1CFGQRoPEC70URJ8aBqnv3RUuXTQIglGDxBHFlP3d61CIyz-xrWkR0gM0B2aw_ygryrkuJPTEPYAXYDoSdKavtH4PqouJX16RxPfUI4VrXKmhsL6LMBgkANq1Or5b9w3nQA2nkHWnKnRfBmlZ5zV6vhohzw1eOoNmGgSR-UKqwpOlAWUE&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ4ZFH2qHu4joR9SROdM4u-lA
Camelot Beach Hotel Negombo,Hotel,Western,Gampaha,Virinder Basra,4,"Thoroughly enjoyed our two nights stay, glorious weather moment of waking to sleep late. Very good staff. No complaints",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dpYo4pMvluam5X7FCC9BVihUffuDG611WrclaB5EfuxIpcHaww9vaQSciNnyxuGd8tuPcwQxhhkuUsYwzexLhTD8SmIJl2ilc4wi5arONCq8JtI-aRPJU8v0bXE3U3Jq1CFGQRoPEC70URJ8aBqnv3RUuXTQIglGDxBHFlP3d61CIyz-xrWkR0gM0B2aw_ygryrkuJPTEPYAXYDoSdKavtH4PqouJX16RxPfUI4VrXKmhsL6LMBgkANq1Or5b9w3nQA2nkHWnKnRfBmlZ5zV6vhohzw1eOoNmGgSR-UKqwpOlAWUE&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ4ZFH2qHu4joR9SROdM4u-lA
Club Hotel Dolphin,Hotel,Western,Gampaha,Dhammika Jayasundara,5,"Club Hotel Dolphin is a beach front resort with well maintained. It has a atmosphere with friendly and hospitality. The staff were very helpful, kind and respect,specifically Naduni at the reception. Food was really delicious and the large spread buffet. Rooms are very spaceous ,clean and tidy. Pool and environment of the hotel is very clean. Great view.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eCepgSilnwmveiMU92yfDCItYiwxc6wL8lcWt6aP3oYHie10ANrGbA6iyaVEXdw2Sj3mIhAzRw8JICEfDwHeFkEuvcuklP9E4GPx90GxauZqHrj697xL6QFfw_YbE8wIsR1fE8rx8iKGS0r5aQSyluVWmrUY-StfdGKGiK4Da7R_ZcTZEaNZMKIJQPiIwlsqJf7LO6LHyVdJ_bKTT6Uri7QdOkVR2IBFKwGDuhe35_ueHT-_yOWWpCteNnOrKMclPVu3qfJ8izI1Yz3hblHsYxkfY3xIXGXkDa3UGpKeXddSpKw8E&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJf6XGRk7p4joRQAULb9lV8z4
Club Hotel Dolphin,Hotel,Western,Gampaha,Navodi Nanayakkara,5,"Had an amazing time thanks to the Entertainment team and the entire hotel crew! Everyone was so energetic, friendly, and made sure guests were engaged and having fun throughout our stay. Their efforts truly added a special touch to the experience.
Thank you for the great service and unforgettable memories! Highly recommended!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eCepgSilnwmveiMU92yfDCItYiwxc6wL8lcWt6aP3oYHie10ANrGbA6iyaVEXdw2Sj3mIhAzRw8JICEfDwHeFkEuvcuklP9E4GPx90GxauZqHrj697xL6QFfw_YbE8wIsR1fE8rx8iKGS0r5aQSyluVWmrUY-StfdGKGiK4Da7R_ZcTZEaNZMKIJQPiIwlsqJf7LO6LHyVdJ_bKTT6Uri7QdOkVR2IBFKwGDuhe35_ueHT-_yOWWpCteNnOrKMclPVu3qfJ8izI1Yz3hblHsYxkfY3xIXGXkDa3UGpKeXddSpKw8E&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJf6XGRk7p4joRQAULb9lV8z4
Club Hotel Dolphin,Hotel,Western,Gampaha,Hashini Rajapakshe,5,"The club hotel dolphin is an amzing hotel I have experienced in Negombo area. That staff was very friendly and helpful. Guest relations team pay their attention for each and every guest,specially Naduni. Buffet was very large with delicious cuisines. Entertainment are good. Clean and tidy emvironmnet",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eCepgSilnwmveiMU92yfDCItYiwxc6wL8lcWt6aP3oYHie10ANrGbA6iyaVEXdw2Sj3mIhAzRw8JICEfDwHeFkEuvcuklP9E4GPx90GxauZqHrj697xL6QFfw_YbE8wIsR1fE8rx8iKGS0r5aQSyluVWmrUY-StfdGKGiK4Da7R_ZcTZEaNZMKIJQPiIwlsqJf7LO6LHyVdJ_bKTT6Uri7QdOkVR2IBFKwGDuhe35_ueHT-_yOWWpCteNnOrKMclPVu3qfJ8izI1Yz3hblHsYxkfY3xIXGXkDa3UGpKeXddSpKw8E&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJf6XGRk7p4joRQAULb9lV8z4
Club Hotel Dolphin,Hotel,Western,Gampaha,Hesandi Samarasekara,5,"It was absolutely a nice place to visit. The service was good. The rooms were clean and good looking. They have a huge swimming pool. Specially Romesha assisted us a lot. But since we went there on a weekend it was really crowded, we had to go in lines to serve food from the buffet, and it would be better if there’s A/C on the lunch buffet area cuz it’s too hot.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eCepgSilnwmveiMU92yfDCItYiwxc6wL8lcWt6aP3oYHie10ANrGbA6iyaVEXdw2Sj3mIhAzRw8JICEfDwHeFkEuvcuklP9E4GPx90GxauZqHrj697xL6QFfw_YbE8wIsR1fE8rx8iKGS0r5aQSyluVWmrUY-StfdGKGiK4Da7R_ZcTZEaNZMKIJQPiIwlsqJf7LO6LHyVdJ_bKTT6Uri7QdOkVR2IBFKwGDuhe35_ueHT-_yOWWpCteNnOrKMclPVu3qfJ8izI1Yz3hblHsYxkfY3xIXGXkDa3UGpKeXddSpKw8E&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJf6XGRk7p4joRQAULb9lV8z4
Club Hotel Dolphin,Hotel,Western,Gampaha,Madz,2,"I recently visited Club Hotel Dolphin on a day-out package, and overall, my experience was mixed.
The hotel itself looks quite presentable, though I personally felt that it looks much better in the photos than it does in reality. On a positive note, customer service was good…
the staff were polite and helpful, which I appreciated.
The room we booked had basic amenities such as liquid soap and shampoo. However, the cleanliness could have been improved, as I came across a baby cockroach in the bathroom, which was disappointing.
The food, unfortunately, was the weakest part of the experience. While the presentation was nice, the taste did not live up to expectations and felt well below average. This was quite underwhelming, especially for a hotel of this reputation.
The highlight of the property is definitely the pool. It’s large, well-kept, and clearly the main attraction. If your goal is to spend the day swimming or enjoying pool activities like water polo, this hotel would be a good choice.
However, outside of the pool, there wasn’t much that stood out or created a wow factor.
Overall, I would recommend Club Hotel Dolphin mainly for its pool facilities, but not for those expecting exceptional food or a particularly memorable experience beyond that.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eCepgSilnwmveiMU92yfDCItYiwxc6wL8lcWt6aP3oYHie10ANrGbA6iyaVEXdw2Sj3mIhAzRw8JICEfDwHeFkEuvcuklP9E4GPx90GxauZqHrj697xL6QFfw_YbE8wIsR1fE8rx8iKGS0r5aQSyluVWmrUY-StfdGKGiK4Da7R_ZcTZEaNZMKIJQPiIwlsqJf7LO6LHyVdJ_bKTT6Uri7QdOkVR2IBFKwGDuhe35_ueHT-_yOWWpCteNnOrKMclPVu3qfJ8izI1Yz3hblHsYxkfY3xIXGXkDa3UGpKeXddSpKw8E&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJf6XGRk7p4joRQAULb9lV8z4
Anantaya Resort Chilaw,Hotel,Western,Gampaha,Nirmani Samarakoon,4,The rooms are spacious but a bit old. The phone was not working in one room. We took two rooms and there was an interconnection which was good. They arrange a cake for my mother’s birthday and the restaurant staff was really good. Front office is not at all supportive. Don’t forget to bring some water bottles coz they do not offer water or any other amenity on your checkout day and the two small water bottles they provide are not at all sufficient to manage the stay. Washrooms are good. Beach is sooo dry and all the grass has dried off showing very low maintenance in the hotel. If you are looking for a calm place to relax without much disturbance this is a good option.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cZOSXf9ONCkVI8304p9Fp409fTCm7YKOUydi1v4TWvlDScbpollAj6YvBekOy05BBpOAvJ99C1qdvcVTX2K5BEpMVdAk2UJ81CjreMiaPc0DIeVvt-qgeOW-jrWIAqLYCeh36dQHqIDSmi5lXUbQuKp30ho6tTRirROD2OpH5fvaVqqB6Y4atVYmqk7Kjpd1YJaLQENKzDMccVNGmRWpq-1cEcqR6hlw6jT__UKKuJ5CFwULbqkBCyRL9BI_vCsizfXjK9gxDcIshUcSrOY6CYzqXHZVqusiMexC3vrUGMy3-RIF4&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJpzRjr86n_DoRPjvuggqOr4c
Anantaya Resort Chilaw,Hotel,Western,Gampaha,Chathurika Karunarathna,5,"We stayed at Anantaya Resort & Spa Chilaw in a Deluxe Room. The room was spacious, comfortable, and had a bathtub, which we really liked.

The breakfast buffet was very nice with a good variety of tasty options — we really enjoyed it. There are two large pools with sea views, perfect for relaxing and taking photos.

The staff were friendly and helpful, and overall we had a wonderful stay. Highly recommend this place for a peaceful getaway by the sea!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cZOSXf9ONCkVI8304p9Fp409fTCm7YKOUydi1v4TWvlDScbpollAj6YvBekOy05BBpOAvJ99C1qdvcVTX2K5BEpMVdAk2UJ81CjreMiaPc0DIeVvt-qgeOW-jrWIAqLYCeh36dQHqIDSmi5lXUbQuKp30ho6tTRirROD2OpH5fvaVqqB6Y4atVYmqk7Kjpd1YJaLQENKzDMccVNGmRWpq-1cEcqR6hlw6jT__UKKuJ5CFwULbqkBCyRL9BI_vCsizfXjK9gxDcIshUcSrOY6CYzqXHZVqusiMexC3vrUGMy3-RIF4&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJpzRjr86n_DoRPjvuggqOr4c
Anantaya Resort Chilaw,Hotel,Western,Gampaha,Nishika Thadhani,2,"We stayed here during an office trip and were quite disappointed with the experience. The food quality was very poor, and there were a lot of flies around the dining area, which made it quite unpleasant. Service was slow — even simple requests took a long time to be attended to. Cleanliness was not up to standard either.

On a positive note, the rooms were big and spacious, but overall the stay didn’t meet expectations due to the poor food and service.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cZOSXf9ONCkVI8304p9Fp409fTCm7YKOUydi1v4TWvlDScbpollAj6YvBekOy05BBpOAvJ99C1qdvcVTX2K5BEpMVdAk2UJ81CjreMiaPc0DIeVvt-qgeOW-jrWIAqLYCeh36dQHqIDSmi5lXUbQuKp30ho6tTRirROD2OpH5fvaVqqB6Y4atVYmqk7Kjpd1YJaLQENKzDMccVNGmRWpq-1cEcqR6hlw6jT__UKKuJ5CFwULbqkBCyRL9BI_vCsizfXjK9gxDcIshUcSrOY6CYzqXHZVqusiMexC3vrUGMy3-RIF4&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJpzRjr86n_DoRPjvuggqOr4c
Anantaya Resort Chilaw,Hotel,Western,Gampaha,Pearlseatrading,1,"I stayed at this hotel recently and while the staff were incredibly courteous and helpful throughout my visit, I unfortunately had a very unpleasant experience with the food. The hygiene standards at the buffet were shockingly low, and I ended up suffering from severe loose motion shortly after dining there.

It's disappointing because the customer service was genuinely excellent—friendly, prompt, and attentive. But the poor food quality and lack of cleanliness in the kitchen overshadowed everything else. I strongly urge the management to take immediate steps to improve food safety and hygiene.

Until then, I’d recommend this hotel only if you plan to eat elsewhere.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cZOSXf9ONCkVI8304p9Fp409fTCm7YKOUydi1v4TWvlDScbpollAj6YvBekOy05BBpOAvJ99C1qdvcVTX2K5BEpMVdAk2UJ81CjreMiaPc0DIeVvt-qgeOW-jrWIAqLYCeh36dQHqIDSmi5lXUbQuKp30ho6tTRirROD2OpH5fvaVqqB6Y4atVYmqk7Kjpd1YJaLQENKzDMccVNGmRWpq-1cEcqR6hlw6jT__UKKuJ5CFwULbqkBCyRL9BI_vCsizfXjK9gxDcIshUcSrOY6CYzqXHZVqusiMexC3vrUGMy3-RIF4&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJpzRjr86n_DoRPjvuggqOr4c
Anantaya Resort Chilaw,Hotel,Western,Gampaha,Inshirah Ifham,5,"Stayed at Anantaya Resort and Spa recently and honestly loved it. The rooms were very very nice, super comfortable, and the bathrooms were just as good. The place has a hugeeee lawn, more than enough space to walk around, play cricket. Loved chilling on the sun loungers too.

They’ve got two pools which was convenient for both wings. Overall, it was relaxing. The view from the rooms was beautiful. It was a chill, fancy and luxurious stay.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cZOSXf9ONCkVI8304p9Fp409fTCm7YKOUydi1v4TWvlDScbpollAj6YvBekOy05BBpOAvJ99C1qdvcVTX2K5BEpMVdAk2UJ81CjreMiaPc0DIeVvt-qgeOW-jrWIAqLYCeh36dQHqIDSmi5lXUbQuKp30ho6tTRirROD2OpH5fvaVqqB6Y4atVYmqk7Kjpd1YJaLQENKzDMccVNGmRWpq-1cEcqR6hlw6jT__UKKuJ5CFwULbqkBCyRL9BI_vCsizfXjK9gxDcIshUcSrOY6CYzqXHZVqusiMexC3vrUGMy3-RIF4&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJpzRjr86n_DoRPjvuggqOr4c
Avani Kalutara Resort,Hotel,Western,Kalutara,Nivuri Ranasinghe,5,"We had a very pleasant stay at this hotel. The rooms were clean, comfortable, and well maintained. The staff were friendly, polite, and always ready to help. The food was delicious and had a good variety. The overall atmosphere was peaceful, making it a great place to relax.
A special thanks to Hiran and Achini for their exceptional hospitality and kindness — they truly made the stay even more enjoyable. Highly recommend this place!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dN5iGnOyx6K9zqZsrdVRYtTOk-_FkZt9s6NATgo5kCCWvASlKjNHxhnXibezGbV4L2H-BHLCSZgDeJD0y7HdQKw2uBJw18GO6nBCnL_IaKE2E-0bggM87IWChCE5ZYWw1xZ_2GTnC1Bq35JuLsSFk2XuOBJEWfnCqEtKh9MFiegyvWuHfVSz-po0OXShCT8jK700QaiZC5L1g90m3omuxcHjIHG1a-zUSh3SCPe5IjKkeiUGg14i0Fda1xRP5Jbib8FmNRKpewuT82XxJZeQdeiil8lGyFjbwqEjNlQzJqfWwlsdY&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJKz34ZSk34joRcFnB6VK1dXc
